what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1519665366197
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1519665393248
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1519665395538
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1519665412560
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1519665415143
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1519665421710
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1519665424878
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1519665436847
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1519665437151
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1519665628181
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1519665631658
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1519665662227
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1519665703865
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1519666102218
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1519666102289
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1519666106553
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1519666116212
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1519666145271
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1519666146253
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1519666152166
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1519666154213
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1519666210723
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1519666220113
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1519666227033
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1519666232740
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1519666353599
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1519666365790
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1519666366890
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1519666369582
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1519666371426
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1519666377071
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1519666429433
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1519666433903
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1519666501491
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1519666507377
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1519666530863
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1519666532960
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1519666567892
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1519666570098
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1519666570933
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1519666571702
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1519666573238
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1519666575890
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1519666609427
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1519666610871
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1519666616354
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1519666616729
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1519666698765
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1519666700906
